,id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,start_date,start_date_local,timezone,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,workout_type,average_speed,max_speed,Distance_km
10,12534941584,Morning Walk,37415.0,26792,32984,340.7,root='Walk',root='Walk',2024-09-29 07:18:30+00:00,2024-09-29 10:18:30+00:00,(GMT+02:00) Europe/Vilnius,,,,0,4,0,2,0,id='a12534941584' polyline=None summary_polyline='c{{lIwrhyCvNnDrHBb\\|G`EEBtCqApB@~BnCnCz@m@LtBv@b@fA]h@mA`A?LmCvNdZ?vDdC|Fq@zCi@P^`E{CjPrEbBjFfCl@`AY~At@~DOvBVJlFsp@tC{Vd@yI\\e@XgHhAuFL}FbBsPxB{Q~@cGz@{@j@oIh@wA}@sCCgGpAgNfOp@CeIxA{MWiDoAsBiDg@oDvDsB`JkEtAgEpJmI`G_AiFk@GkAuDkDiDeD}FwFgRiDoHcEiG}O}OtAmOQsCgAKScAiA_@kJi@ZS_@W~BiUtAV|HlLrC_FxDkPbAeB`K}@bDrBbC?dG_Kl@cMyAfFqCe@_B`AgDsCkAqJm@uAsAi@YuCVGmG{Gu@uDwDuHwAaHgBUcByGqBmBHgCi@oBiDxEv@pBDrDnAzEWxDa@sAs@tAeBkA{BDuBoByA~@qAlCaDgF}EcDZ_DWqEb@}DWqBtChAnCjEjAe@AaB\\?r@eHrBEVkJ|@o@|@_DYyNwCoGmB_Ft@kCFwEaEaGVcFOgAeAdBeCd@_EhFkCo@mGbAsBxD|@lJHpLbA`EC`Ho@nC_GnEq@vN{ChDaAIW~@LfG]jDcD|N{BrO{AfEaAhEaBpQiBdKLvAaBhGK`FDbEgE{@}LuGiFSoG~Ao@m@a@kCyPs@oB}AcD{IeCdAaFu@oNxAy@|BNhHjP~\\zBwBl@}FWeAJ`A`GzDxKpBrJ_FdI{B|L|@jLjFlIZ~@~@`B|FxAvA|NpHnEVbEpBxNp@lRnDFjDjAnBhC~@`CmBbB`@tFhEjCr@jG|IdDhJt@`@fDpIdKfQrAvIXpMaAbHaFhKsCrJqAtXJg@u@Mw@x^uClI}EbHsDpKoAn@e@dCmAzSLbLhAhHbDvHxL|H~KzBHoKzCoWfB_XdA}BHsFn@eBn@_IOkG~@YHsB\\Ua@_CjAwBe@{Dn@wBSmBbAyBDyCh@o@?wBnA{EKwF`AwA[wAP{Ch@o@XeFx@iAJuDp@uA?mJd@cBSoI~AkMFoA[c@UrFs@jDi@vQwB?FtBaBIsDuCkFbA}FiBmAuAeGu@qBb@uAu@{FtASdAwAc@i@pAcFlAuArAaBQmJfDoDr@aIb@gGuCeCiCHcAa@d@kIuH_AEQ|@kJcEeG[oPmI_FQqAfHCaATDdAaFQkBgH{Dp@cGp@g@\\oEYo@v@{BhA]x@fDbBn@{@lFPrEqAbOk@xAhAwF{@|FEo@IEa@zEuAlCb@jCe@vIbGXTrBbJ|AvCdCJjDmApBR|A',,1.396,4.515,37.41
11,12418774555,Afternoon Ride,42152.6,10686,18821,332.4,root='Ride',root='Ride',2024-09-15 11:51:31+00:00,2024-09-15 14:51:31+00:00,(GMT+02:00) Europe/Vilnius,,,,0,3,0,3,0,id='a12418774555' polyline=None summary_polyline='}m|lIkeiyCZqAToI{OeCFeAr@@@e@Np@|QtCxTfIxGZX^QlAY~TlGdA|@p@x`@~FPz@eB~COrAfArBtBlCwF~TRvA\\VwA`IdAz@^pAThGfE[Cz[b@bE~@lDjCxEhJpG~OzDhFIxKbAxEjCfA`BpAzEb@hG}@pHEvFWvCw@rDaHxM}IbIiAMYwFgNfEU`BdGpYn@\\zBxFlFtH|@j@rChFhExFjCzB`CtDZ?`C}QpAd@rA`C|AxDEZBm@_A}CKkC|F~@rAsAdA{C`Bq@p`@wK|H`@xBmC\\L\\{@h@AjLwS`Lw]lMaT{AiGgPm]u@cJ{AoHaDg]w@v@iFbBeDR}D_OaRnFsHn@Qt@_E|BkABOlAsBp@}AoGg@uGz@cIe@c@tCyMBg@]UVFl@_AlBsJh@yJh@sDEo@LIOwC}@aFMmEiAmHFoBo@gAiBiNy@kCeNeB[~@_BzASkPKmAYb@MOd@oBs@_Ci@sF@aBfAuHPHEnAtRh@b@b@l@hC^`@vAe@\\i@dA^pDyCvAcCUqJSwAU_MX{@S}VRk@Ff@`@HKs@Rb@JkAyBmDgBmAjBoJ`@}E@iEs@mVXyAb@k@lCJhH{s@]f@[UKyEc@gAM{CkAI|@{Ed@wFD{PW_DgG}`@mC_LqDo]aByHm@cUmDsI{DcG]mAUqGBiW{BiGa@?g@vAuDsEk@Oo@iCoA|AoARkK}Ek@DI~@@mA_A}BCeAz@_EFuEjD{K~@wEHoBOmBo@mBqIcMi@NgE|FeBNg@gRaAiNoH}f@i@gFe@yJ?eKn@qMrBkNnB}GbHkRbCcN~AgSJwMs@eKmA{GeBwEiHyMyAcFs@wEnAeAvBe@hWyAlF{B`Cv@pBnBbABnSeHz@bA`BfHbE|V`HjQz@hElBx`@nAr}@nBxbAxH~l@dHdf@r@jAfk@hXDr@}BrW|Ihe@~ChZlDzJdEzCeAxMaD|SkKbd@_@XFh@cAvJo@fSyBlREvC`AtOm@dL@jDpCte@CdB}@nMoBv@cJm@wN|BoH}@cJmFgCaCuB_DuEaKcHcJZaC{BYs@~AItAt@|UIzGcElTi@xHTnCxEnM^fZSzAeAdBcEbCmCnAsAwD}@c@eSSgAxL@jEi@lARtC@zF{@~AI|@kDs@eG_HoA^sDs@kNqEeIvBmDfCgAs@{ARc\\fJyHKaEiBYpAAhIiFOMpEgFI_K_D_@|@uM}DShF',,3.945,11.123,42.15
12,12249736100,Evening Walk,10851.5,8119,9470,47.5,root='Walk',root='Walk',2024-08-26 17:24:20+00:00,2024-08-26 20:24:20+00:00,(GMT+02:00) Europe/Vilnius,,,,0,2,0,2,0,id='a12249736100' polyline=None summary_polyline='ud|lI{kiyCV?XkBRAX\\HD\\BFFIHDG@LCWAJ\\EG@rAbAfBVjAp@NEf@Rj@n@nBBlANf@v@N@Hp@KvALhACJBVb@PM|A\\p@QbB@x@CVKrDDQTL`@[nBh@lAEDJHONBDTCv@DHRMHOd@N\\OFQR?VTVJr@@ZZJGZNl@Ed@\\rAERFHVz@EfBTpA^AIpEt@XPzAAh@\\x@EHj@QbAAt@Y`@FBDf@RZYLG|@Rx@f@`@Zp@@LXJHQj@RALf@h@BLKXIACXp@tBG^HtAMmAXDEpAJ^B\\YT_AP_Aj@IX@Rd@OHNYbBHLZICt@He@f@{@b@QHQdAu@l@MRYVEb@o@p@qBz@eBd@e@DPEp@WJE^JzBCAGZC|Ae@tAIbAsAxEi@xEDz@m@t@i@RYz@SdBGlB]bBSfDQbHHdEC~BPfCXbAR~AnAjDz@vAr@l@~HpFbAb@JXt@JEEKVb@I|Bz@f@L~@NnBR?\\FAHVDCPoAD_Gu@Y]TuDc@UKWa@uCu@yAw@}AiAS]e@[qAmBuAcAUe@m@_DGmFK_@H_A@aDb@qF^qBTi@h@eCx@cBG@F@Ze@CW`@_@Xs@`As@F]XU\\eAj@q@n@kAdAuD}@yAiBkD?KsAqC_BaC}@uBs@yBNo@RQMo@Ua@DyAu@eABMc@`@O\\Eh@I@IQs@hBg@`CEn@MPKb@MD@RRKEJ?Km@_@LPGkAHq@Y{@k@Ki@v@c@Bg@S[qA?WM_@BWb@uAVWJm@FG?JCo@b@FS{@KHAXGFaBWyBi@U[uJoAx@CUBKRq@o@{EaAgBD_AUXTIS@LiAFGAfAUwA@UOXD[MQUq@?c@USa@BWSI_@b@MBI^[BlATRi@NCh@zAGb@m@IsAiAKD@p@GJc@MgC{BeCe@k@_@gAGg@[sBUg@_@W?@NG?_@MsBAc@[uC_@g@OAKUK]DS}AJaB@HYc@uA_@@{AGeCX{BYP{Aq@DCGMFFe@kBA_BHq@KWuAIe@e@mAEuDm@]UWACQKCi@X_CMiAb@MFH`@@fA?CG?MaABVIb@RJGFCeBIADA?LZUj@DNQJPl@G\\RHEAIAj@^Hj@]P_@lAPt@Ot@VJ`@ZNT`@Aj@^r@]JUlA?^VbAOl@Cb@^`CT^RfA`@A~An@fAB',,1.337,12.629,10.85
13,12215401271,Lunch Ride,92332.0,19492,27572,106.8,root='Ride',root='Ride',2024-08-22 09:42:24+00:00,2024-08-22 12:42:24+00:00,(GMT+02:00) Europe/Riga,,,,0,5,1,1,0,id='a12215401271' polyline=None summary_polyline='kqrxImll_CK}FzEyKPgCiNyNz@kF{@tEa@CkKkL{BaA}K|@aKbKeEtBoPrE}Pb@eHdDaB@qH_DmD_@_RjDcCc@mD}B}AmBaHoOq`@w}@aEeLqEeOuVqhAqMrOwPbMuC~@waB~@sfCf_@sJLu^iCac@eT_W_Xgc@ic@uP{NgEiBsFKmIr_@_C|DwCbAsHQqbAaLw@i@m@mCkAa@{i@zBeKsCoCr@u_@pTqSr@mQgEsHg@}Bx@oL~HoWdLgFsDiAQqVc@_H`@ew@j[miAvHm^vEuMDeQlCgJQyNyEaHwCwI_G{LkCaNyLqI_FUo@c@bBdBrRnArI?|CoCpPmFlOsBpNd@e@~@{ItIuUt@{FE{FcE}a@kGyFaJeFaKiF_Fa@iKsX{FoTmGcJ{CkCg@sAwFsSsK{[cC}N}Fgd@aW{_AkRst@iCqKg@{DiAmf@MwT]uJYa@JmLaNyoB{Can@dFap@rE}`@pRidArEwYbBoGtDsJxDwSl@yJOoGgE_@aSeFeFsCqEmGeMe^aEwNmMyu@aCqFeDgDuJkF{N{BgRzDg_@bCcQJW~AvB`YPrGSxE}BzTe@hC{Qtg@wR~gAuA~FeDnKkFhz@kEdj@_A~Rk@dDq@zAp@oAl@oCjDii@BuBgA{@AvALm@`ATb@aCvHehA~CaLzTmoAdRug@~@qFrBeYoCyc@kZ_@}TwKeP}EwEw@aO[sN{JaK_LsDiC{QiEaSvDaDK_DmA_RiLgFgFkA_CkPue@uCaGiJcOiE_KaCeJuA_IsAeNo@}Lw@sFkDyJ{Ok[eD}Do`@wZ}RsTcXySkj@o_AkKkX_DaNqEoVeKi[aIs^yF{_@}D{Nw`@s{@ed@coA_CqDeXw[eNgW_HmRoTgx@qBwFoD}DuDcAeTxD}HHwH{@cMgEgNyK_KkMwJ_R}B_GkMub@qMe`@mCiFuEmF@aAUj@cViN{FoBiIiGsYaP[_@CsCw@{@WbAOk@MR@bAi@HuNuIyPsNqAc@}Zu]qq@mdAuLqNuc@}UyuAe[e\\}Ao}@fRkIl@aGs@e_Aa[_L\\ko@jHghCg@oGm@y\\iH}gAuHyP?{t@nC_l@eMgd@bA}LYuFyAaKiIaFuBob@d@er@wNqLPid@nDiEW{LsFmt@ea@mS}R}NyJuOsEgOpQsG`DaG`F_CdAwI~JmLzKuCtBsCv@RbB|M|c@jCxCpAjCjCj@xDtCd@hGDzIb@rHn@tBzAjBFp@wAhICnE^fBWsGQS[l@',,4.737,9.5,92.33
14,12206448929,Afternoon Ride,59113.0,11792,19964,37.6,root='Ride',root='Ride',2024-08-21 11:05:38+00:00,2024-08-21 14:05:38+00:00,(GMT+02:00) Europe/Riga,,,,0,4,2,1,0,id='a12206448929' polyline=None summary_polyline='im}uIkm~_C[eCeD{MC}BbAiJEc@YCqSpDiN|Ag@Ge@Z}TrCwDZMy@UKIjAieAxKcIvBmCtA{E|DwHrKcH|L}BbD}KjR}IvNyB`DiM`V{FbIuHrMcGpHwDvDsJxHaGbDmG`CmdAvZ{G`EeQ|MmC`BwFbCm_Cxt@cInAgIh@oIY}HgAoK{CcsAig@_K{BgMo@{HZsFv@yfClj@yFbB}GxD{ExFqBvCqEbJuBdGeOph@gEtJoBfDwBxCoDnD_h@r^_CtBwBdCoC~DgDdGwDjKoBrJqZhrBqIfo@{MtoAoAbIyBtJwCrI{CjGel@raA{IfNiHdIsAbAsG~CyG`BwEZiFMukBg\\sAOcAZeJsBu^kCuIYgTPgBa@uHReUlBGp@iHb@iUE_Eu@_HmD_QmG}DeAwIsDqJyAcz@pEki@t@mGSsDs@_SoGwOmDws@kU_WiE}MqAg\\jD{Ex@qDtAsBjBaGtCyMrF{HrCeFhAqDH}Dp@sN|EaMhDYZGtBb@`QoBlB_FzBqA`AJlBKjPGaL_@JcFAsEj@{BQa@P]hCs@\\gJjBqGdAuClAyEXuEbBgAdAwIzBcKl@aDp@e@|@o@~@OtAUL_G`AkD@yE~@mHn@oHxB_DVwAmByBeG_AeAy@cC}@yAg@mBw@cMFs@c@iDiAaUg@oFJm@O{BOi@S{EcAaGmAmKLaB_@yDMyFBeEE[{A}@mEm@_ATkASiB}@a@w@SCwCjE{DjHaDzEkG~KsHtLmAvC_@^e@fAu@h@kCvEe@@i@c@{@MQd@kDfAaKn@_MbCwSnBaDp@mBM{Bv@w@CQuBIS[FEQTO@zBBq@Jj@m@m@@ML?DTKR[?Yf@oHlAe\\qGoDyA_ByCy@kCiBuIy@aHMZ^zDdChOAbA[l@sCf@qGmAmBEeHgAmBmBcAoBkB_FwBiDq@]b@qVPyHh@oD`@iAGYQRq@rAQEKa@gEaa@e@uIq@aH@_@`BHDUiQkB_Ac@l@wXe@]Y}A?hBRd@@l@]zL_@dW_@lEa@zBq@lMw@|D_@K^AQvCF\\UbDTaFNa@Td@`@N@ODP}CI_Cs@gE]m@|@oHdR{I`Le@M{GiJ}BqBaLuEqT_GgO{IkE_FiW{a@mCsC_DyAeCo@aMu@gKoAyMQeW{DcWqAcBTaLdGcCTsAm@eM{Ji_@oZaJcIgEyCcOmIiJuDaUgGae@yJuFgBwF{C}LeJs@a@i@HuAfGmAxAo@xBYvC`@vD\\pEAf@',,5.013,8.625,59.11
15,11880950029,Night Ride,13803.5,2315,2340,65.1,root='Ride',root='Ride',2024-07-13 19:15:56+00:00,2024-07-13 22:15:56+00:00,(GMT+02:00) Europe/Vilnius,,,,0,5,0,1,0,id='a11880950029' polyline=None summary_polyline='ysymI_`ltCXuAJw@r@iHLeAFSDGDCLC\\T@HDF^XpAjB|C|CvD`Eb@`@p@f@JBp@Hz@@`@Dz@@zDVl@FV?j@F^?p@JrAFh@HpABh@?`@Bb@ARFLLJPXdA`@bCRl@j@|BF^`AjExB`Ip@`Dh@tBhAxEfAzC@VANEFqAhBaAzACXHr@HX`@~@n@fBlBvF`@fAjAdEfC|HF^CZSXm@jAa@z@i@~@yAxCiEjIQb@Oh@Gn@?fAfB|XLpA~AxJpDnVb@bCd@jD\\`BhOpb@jBdErElKXx@ZtAb@dDHlABjAHrXArFDjC?xEEREFKDI@wCBcENyA?aNP}@?i@EyBWiASy@YeAc@wBkAs@k@wAqA}@gAmBkCaAeBiAcCCGA_@EUWMEIo@mBGe@Au@IYKS]OKSm@yBc@s@oAmDqGoRYu@Uw@E_@I]_C}Gc@{AQa@Y}@o@gBGW@UGUGKWWYs@YuAY_AYy@gAeDa@w@s@kBYcAc@iAi@gBu@yB{AaESu@cD}JQo@MWk@oBcAsCG[HWR_@v@_AVSV]VUZH^Br@?^IPIr@@HG@K?OY{Aa@yCScAk@y@OOQGIAGBMNM[OwBWmAq@iFY{AGm@FW^UdB{A^c@P[t@w@r@m@|AkAfA_A|EoDbEgDvIyG^_@t@k@|AgAJON{@NW\\Oz@m@lDiC^a@r@m@dAaAnAsA|@iAx@gAZk@tAmB`@m@BCHALBLRPt@fAlCfDnJx@fCl@xBhAjDh@pBARITgApBoEvIiAtBqAnCOf@Kh@CfADfAbA|ORlDJrAL~@f@~CVjBjAfHd@pD`BpKzAdJbClHlCdHz@nCdB|EZv@V|@b@jAlEvJfCpGd@dBb@|CJbBBvA?vJDvK@~MB`B?f@KXEDMBWAoBDo@AQBo@?WAeAFa@@i@?]IyAJqJPo@?}AI{AQw@O',10.0,5.963,9.106,13.8
16,11777571664,Evening Ride,27728.4,6827,6927,156.9,root='Ride',root='Ride',2024-06-30 15:40:55+00:00,2024-06-30 18:40:55+00:00,(GMT+02:00) Europe/Vilnius,,,,0,4,0,2,0,id='a11777571664' polyline=None summary_polyline='_izmIyxjtC[bDExACvAFbAp@zD^zAZb@jAl@VVHNBp@MnBaA~FEbBSf@Rt@BTiD~]m@|IChABt@Jt@X`AxGjSmDdFKX?VzJ~ZnChHfC|HE`@sAlBUd@o@v@}@tB}@lACb@VjAC|@Ih@s@dACV@\\~ElNd@dCRj@Bd@RZdA|EjAtDVxB`AbEZ~@l@pCr@~Bb@nBpBpJJrA\\r@b@xB`@fAj@lDnAzEJnA^|A@ZOvAWlAy@bGKvAAjAc@~C@|@Gl@aC~Ei@nBAf@DTTd@t@x@l@`@@ZU~CD\\rDlAf@\\N^b@jNTbDPjF@`Az@rQXzGFzBP\\tCf@~ChAn@Dj@Vv@@`BLjAZNCdEp@nFj@xA^vEb@zGbAtHvANEHU?W@HSzEH|CBrGUdFo@bKUvEFtDV~ENpF?n@Mb@qBpAmAd@STsD`CcAh@u@P{AhAoEjCqF`BoAdAwBvCy@d@qDe@gCm@yJqA{D{@o@AYVkB|CwD~GM`@kAbBWd@c@xA?RtEtEXl@NbA]|K{Bnf@AtAHlAlFbc@vMnbAfDdXbHrh@vGfi@XXlCG|Fm@~CsA`C_BtAq@j@Q|NS`@Dh@Xj@l@HVAp@g@fCUzAD`AJj@R^xAxAl@LTIZ]L]rDqSbAoEj@kAhByBrCwCtCiCtEmErBuBbU}SbBgBlCcChBiAPe@RaAfBcQbAiIlGwSvAsGrAaLr@eMh@sHdAmKTmA\\yAh@}AvBkE~@eC`Ls_@lBaGr@{CNiAj@iJZwCTcFL_A\\cFxAwHtCyLrCiMtAcHnBiIzAgHvCmLVgBfBaGLkAn@cD`HwZj@wBdFoUz@_D|BqKxBkJ|@gDpBwJ|A_HfBaHr@gDPs@v@mBdDkHf@}@jAsC^o@CUMMoAe@y[sBk@GYOiBQ_A?gASaG[gAQs@k@w@XqAT{CYi@Q{BWe@c@QESDUTc@DiPcAYPcPaAmIQMIWcAYkC}@wKKm@[cA_CgFiF}JsBiEmDqIkGyNeDcJwEwL{AcEWcAuA_EiAkCgCkHiB_FgAiCu@gCsAsHwAaKs@eGi@wHKcF]wIUeCu@cC{DgHQc@wCoOI}@CcCMeDy@gDkDaJs@eA{@e@{G{@uB@}@PuBt@iAl@c@^_BnBe@AS[a@kAqByHyCuMm@wBgAmFq@{Bw@{DQe@[UWEwCCoV_Bw@e@_IkIgA}@iA_Bc@c@{Am@aAw@UHq@x@',10.0,4.062,11.176,27.73
17,11769095467,Afternoon Ride,44478.3,8721,9095,216.7,root='Ride',root='Ride',2024-06-29 14:47:12+00:00,2024-06-29 17:47:12+00:00,(GMT+02:00) Europe/Vilnius,,,,3,4,0,1,0,id='a11769095467' polyline=None summary_polyline='grymImfltCt@eHTg@t@b@pBhClL~Kn\\hB^v@`@nC|@`DlAjGlGfWp@|Bx@bBLDfDoDlE_BdDCzGdAtAxAfD`J~@fDb@t@pMvLvHnGdFtB`k@vPtIbBjAGtDiAfBBdDfB`DzDhLvHlAb@jA?rKcDxFuAxAGj@^bE`HlApAbKxD|KxJPERg@~A}KFiBSqHJwATq@`@[vB^~A`BJx@E~@gEjLwB~MAf@JTt@DjBfCpSt]vIvLhIdO@`AUx@uDf^eCfMAvCx@nHKvBk@vEoBrGcF`H_EjIgA[c^wBiOyA}@KcAm@cBh@sAAsG_Au@e@cB\\oOaAsW_AoxBhCgFe@yG{CoByAmC_DqAsBwB}EJm@zFwHKmAP`@Ir@rBcDt@g@fAStRp@Vv@|@nJ~AfIk@sCHQS?m@cDaAiKDYdEgAvAtBfDpAlIFVm@OuJgA{HaKiVoN_a@kJan@qBcZ?iBf@oBpLwUOkAaDyKuGiQG{@jF_IzA_BlD}ArC[pHp@nAl@fA`B`DvIv@rDZ~HjA`FhAfHd@pAvDxGh@~BlBj_@|CnUtApG`HvQbE|KhCjI`KtWzJvUzOj\\`@lBh@zHr@~FOXktB~BoFw@wFmCyCmCcCcDuCwFGy@]Su@_CSiBs@}@m@{Bw@{AiJmX_@qB}FmPSsAe@k@yCkKmAeCoJeYUkAvE}GNy@c@{C}AwEEaE_@yCe@y@o@DkAsGJHkAcI|@qApFeFra@o[f@_B`KuH`DqDfEeGr@m@hD{Fc@u@sOoo@y\\yB}JuJa@}Ci@Qc@V}BcA}AaAkAjAoA`E_AdAu@pBuCrCmCxAm@~AqClE^zA^`DLESc@@[CnA\\rFHdFu@`LYbL}ApG{AfEkBhDsBxGkCxEIAoImHio@m`@s@}@TeAfJkTTAhDlHZQhM}\\|AuDTKoAoIGgB|LaHlDgAlA\\rDbHvDxGdDfFlDpKt@xFXnDDfEm@hJK~DzAjHjBtA`@x@S|Cb@|CG?DoAYa@q@jE@z@tIfo@kFvECzBkBvBKp@p@bCb@rCfAbDXxAdFrN|AlFgCxCaNpREb@`Pve@jBlGv@pEuAnBkAdFU~A?`BgBpL_@jHuAlCoBhCoAbDoDd@m@^gAvA{@L_V_BmAc@Mq@j@iH`A_HvBsHlAkCvA{BbFwEfWgRbQgLtIaHIi@EcBa\\cbAmEkLi@kDwCeJCuARwChEoe@BeFx@qFJaBKkAYg@mBsAiA_HAeCt@}JEgG',10.0,5.1,14.938,44.48
18,11665329890,Morning Ride,100927.0,15943,16665,476.0,root='Ride',root='Ride',2024-06-16 07:37:55+00:00,2024-06-16 10:37:55+00:00,(GMT+02:00) Europe/Vilnius,,,,2,4,0,1,0,id='a11665329890' polyline=None summary_polyline='ykzmIqtktCyCoIaPwXyD`@aObIknAlxC}GhNu_A~w@}GrCuJD{mAmWi[kMsDmEgCsG_AuFsBmVeC}H_XaVuGcEeD?}`@pIgWbCsJtJsI~N{AxAek@rCyJ{AwOiOyRqOeN{IkGkBkHQaw@pNkNm@cNcE_N{K{FeJuE}McKkg@oFuSoH_QuGiJyVkYg^}NyDqC_D_GaImW_EeIwj@uj@iJcEkTn@_Sb}AgK|n@}Dh|@yFrm@qKb]kJnV}CzFgMhNmi@v}@_KjMyHdFoDbAmz@zNoHfFmDxF_CrG{r@fgDsC|Qi@pSf@pd@UzO{JdfAhEzv@QbFgA|EbAj@sU`WwPb]uElHeJrJsRlNkCfDsCzGmBrHmAdJkQ~_CmArFuAtCEnDyAa@oElIkOhj@AtBk@g@mDrDoJhCkIpFa@Ko@qCk@c@gD_P}@q@uLrGmMjL}GxCuJnA_LsBoL}G_D_Hoe@_nBlD_j@vS_q@|@yEl@{pAxBsd@UeMqBe^pAkOqBkQuFmQqEsWgDoLgG}NkCqNgCyY{A{J_Maf@cAgHwAmRBmMoAsn@f@m\\D{OyA{o@dAkSbEeNzFgLvNuL|DkOhByDnByCtHiGpFcLbCsJvIel@JiEmDemA|JsmFuDkj@EmF^sEtAiF`BqCpo@u}@tEqEtGeB`w@KzEqBlE}HdYkx@nHcLpIuHbtAqw@|NcOrJyP|FgPn_@crAdXk`AfD{PhFyb@j]eiElCmWjXk}Ah^ccBrm@ri@jC|EjGde@rAlS~M``@bA|ErCj}@nI`x@lA~ErIpOfMfP|{@hi@|D}AtJgPfp@uyAxE{QjF{JdjBir@vDyBbI{LnMoVlAsEhB_P~AuFlCeFbFkG`Lum@hQ}q@|DhA|EbGvD|B`OgAvZlChD|AvB|B~E`Q`I?vJpI~^wB|BbFzC~LzMtOtEvHfApCdBrJz@|Ahg@bf@`BIzEoCbEFvBdBvErJfItEnAdDdAzGbClb@|Dj]{@pEyHnQQzMs@bHyGfa@yDpQ\\rAjJ`IFhGR~AjKbCzEvLtJrh@h@zi@rB?dDzBjGxG`FlInPdTzEfBdT}BvMhCpN[z_@jHv[bNpU`GjIQlWwNrUuD`GzAv@veAlDhw@nBpOHfTi@hSdBp[bGlS|CnRfGpaBo@pEeMv`@kEhZaAzSFtNnCbl@}@rFeF~QyGxa@iAld@{Br`@c@~ZHv@b@JvRwDnPhBrI|IaCdQuCpGyGlEaElGmBsLtEsHbGmEbCcEx@}CrA_BjB|@kAjMaCvH',10.0,6.33,14.514,100.93
19,11546099322,"Turejo būt 130, bet sprogo padanga....",103549.0,16288,18191,837.7,root='Ride',root='Ride',2024-06-01 05:15:40+00:00,2024-06-01 08:15:40+00:00,(GMT+02:00) Europe/Vilnius,,,,2,6,0,1,0,id='a11546099322' polyline=None summary_polyline='okzmIitktC{CwIqOwXSkEJ{KvAu^bAwLfAud@bGu_@tFkSbAoGsCqk@EkQ|@aQjDyVxBuIpJwYj@gF}Fi~AoD_VoFmPsBc^j@aRGoSoBmPkDuw@y@udA_@kErDeCtFmLpI}ElEgK|OwA|TcMjAEvLrNzDdGnHbTvr@jcBnBrBpJga@dBwKnBaG~Fq^b@gFbHs_@bHgf@dGoMjEuQvE{W|FeUzBoDfDCxbAnk@vMxEzNvCpVdAvpA{AdPa@nHiB~FgDvTqR~QcWrVkcAdEwMhHuNtPiT|McArDgAzf@e_@zMqA~Hh@zAbAzDoC~Gr@|ToCfCiChOi[`MoJrH}CpS_A~H|C~Q_@hf@ca@rTuVtKqItUoT~HmFpKwPxLif@dAuMjCg@zGiL`BiEjAiGD_E{@{G|@mE^wIXwM[oL`Jgs@pJop@d@wG_AiR_CsYwAwEwF{H_AmDeBe[Q}SjL}{@`I_kB~BcJlHwQfP_n@bNrLbLrFhC|MtBjDzJ|BhIxDnYjDlHpDnVwC~Bx@lKrHxGFjJgBbLsItJaElN|A|PdFpH{@rQxPzGvI|CdGxApDb@dCz@dS~@jEnAtB~H`CbL_BbVtAjEpDlT~VtE~CxC`BJYTsGpAgHj@iH|AwFsAvDwChVW|Xj@`EaI`b@kC|R}@dLs@|SkCduBTl@bKaNbDoKvByBvHk@zVaGnB@tNvCnNqBxOqEpI?pJlAtNcJvMbAvCk@xK{IdX}LrLKrSyBlDp@fBiBlB{GtAy@lCDfE~AnE}A~DQpG|D`Aa@lDuFnEaBvBCpNpGtKdEdG|DnEpEtAWrEuKv@_Az@IvAd@zOvLxE^hJlFbAnEw@nNzBpDoFtZsGdl@cC|u@BfIrAnO|d@nuDbE`\\JfEsA~u@_@jo@}B|O}Unp@qBhIcBfRThQvDxW`VhpAdCrF~p@xfAvBdHh@fJaC|g@kAxLaCfJ}Vdk@eAzGO|Ll@zt@hAjJdF|Oh@bFKdj@yAra@x@xWYh@ZTx@fNrCpF`@pDCzBQGn@o@kDx@fBGDq@`Bk@mA`Ca@g@Hc@N`@g@RUvAbAaB[CTa@?h@WGTYOC@p@T[c@e@`@IDbAv@p@f@xBdGfe@jAjTGjQyIfnEI`PlHvyDv@~dFnHbtGOxQ}A~Vmn@rzEsAlO[vLNzOt@nL|[bsCxAb[AxQe@|OkXpnHJ`ZbMr|ETlr@kAjv@o@dB}Ar@srBbl@gOeBYgAmAmAm@xBafA{Mcl@md@sDsBarIapC}]oEuy@am@',10.0,6.357,13.513,103.55
